policy,training_seed,ensemble_seed,episode_seed,attempted_pairs,retained_pairs,excluded_nonfinite_pairs,terminated,truncated,qualifies,zero_variance,spearman_rho,uncertainty_median,error_median
A2,2,2,60078,250,250,0,False,True,True,False,0.07856038422423503,4.0987372232212245,0.4335733560921852
A2,2,2,60079,84,84,0,True,False,True,False,0.40587222840943615,7.813243101541021,16.125225121692825
A2,2,2,60080,80,80,0,True,False,True,False,0.6405063291139241,4.658623117161152,15.852052433996734
A2,2,2,60081,250,250,0,False,True,True,False,0.05273978783660538,9.065401052754718,10.855523841080515
A2,2,2,60082,47,47,0,True,False,True,False,0.3425069380203515,3.0779558895664616,6.073982483845198
A2,2,2,60083,61,61,0,True,False,True,False,0.6795346377578,3.4751321100111174,5.633701935934708
A2,2,2,60084,64,64,0,True,False,True,False,0.5296703296703296,3.677889544732222,15.825756734813192
A2,2,2,60085,112,112,0,True,False,True,False,0.17758909351829705,3.986396660254773,15.98774605861032
A2,2,2,60086,250,250,0,False,True,True,False,0.5003691261187175,3.062655360167434,3.0575200485126373
A2,2,2,60087,64,64,0,True,False,True,False,0.39473443223443216,7.037933992610318,21.069647694405294
A2,2,2,60088,250,250,0,False,True,True,False,0.33618087017450826,7.841302855805,16.234122720086894
A2,2,2,60089,250,250,0,False,True,True,False,0.022663658618537894,4.599784707994035,11.119241782658221
A2,2,2,60090,250,250,0,False,True,True,False,0.4131482571729977,7.545211644969671,14.782579525716935
A2,2,2,60091,59,59,0,True,False,True,False,0.5652250146113386,3.61757074960368,6.6218162849947895
A2,2,2,60092,49,49,0,True,False,True,False,0.5621428571428572,4.881085350736887,9.416938979328128
A2,2,2,60093,62,62,0,True,False,True,False,0.5959809624537282,3.627112894186034,5.276645084906928
A2,2,2,60094,54,54,0,True,False,True,False,0.3145035258242805,6.413154415972203,9.007808343442527
A2,2,2,60095,76,76,0,True,False,True,False,0.1978947368421053,5.373463857920404,19.998577947102937
A2,2,2,60096,250,250,0,False,True,True,False,0.3211977151634426,3.368814109780943,10.644141635111524
A2,2,2,60097,89,89,0,True,False,True,False,0.2675859720803542,3.6318435729989824,5.68631455922185
A2,2,2,60098,250,250,0,False,True,True,False,-0.42757356117697876,3.0073788159767654,6.952850077238688
A2,2,2,60099,43,43,0,True,False,True,False,0.38945937783147083,8.18643518067659,19.183340084712775
A2,3,3,60000,250,250,0,False,True,True,False,0.16976873229971678,4.456516626328902,5.7433283724283175
A2,3,3,60001,250,250,0,False,True,True,False,-0.004669898718379494,6.8397759934920765,0.6543612285297696
A2,3,3,60002,87,87,0,True,False,True,False,0.6533316322811109,5.472249622678241,20.025132469133414
A2,3,3,60003,59,59,0,True,False,True,False,0.09772063120981885,5.7906282037395025,6.502470330907331
A2,3,3,60004,250,250,0,False,True,True,False,0.08144817053664447,1.6320789045626567,4.946166726397744
A2,3,3,60005,76,76,0,True,False,True,False,0.038906356801093646,4.902341837792045,39.49489451451092
A2,3,3,60006,250,250,0,False,True,True,False,0.6967843140382325,5.192196550128205,3.7842109886295816
A2,3,3,60007,250,250,0,False,True,True,False,0.12055680890894253,8.196865450043514,1.9984454420176563
A2,3,3,60008,53,53,0,True,False,True,False,0.08780841799709724,4.274472629023254,6.875730978849822
A2,3,3,60009,250,250,0,False,True,True,False,-0.33697268756300097,2.999163621234893,5.314365941638943
A2,3,3,60010,250,250,0,False,True,True,False,-0.6534527551787986,4.51879613394855,3.1817310775472025
A2,3,3,60011,37,37,0,True,False,True,False,0.23636794689426266,4.290665346348302,23.86294845321694
A2,3,3,60012,45,45,0,True,False,True,False,0.1437417654808959,3.490969579074753,6.7866620482785205
A2,3,3,60013,69,69,0,True,False,True,False,0.3283156740957253,3.3223013673193185,10.116130858920902
A2,3,3,60014,250,250,0,False,True,True,False,-0.10288943687738598,3.563624879500945,3.904871908887746
A2,3,3,60015,250,250,0,False,True,True,False,0.5148811980991695,4.277680790902156,7.389576041055926
A2,3,3,60016,250,250,0,False,True,True,False,-0.120279370145597,3.3135624117876548,2.9296188373084244
A2,3,3,60017,250,250,0,False,True,True,False,0.6043077809244948,5.042573819324945,6.109721776737381
A2,3,3,60018,250,250,0,False,True,True,False,0.1687465079441271,5.355011525970436,1.4332496482710995
A2,3,3,60019,56,56,0,True,False,True,False,0.28899521531100486,6.4574280326699895,5.565615775084583
A2,3,3,60020,45,45,0,True,False,True,False,0.5274044795783925,5.122225521039795,8.859907403326046
A2,3,3,60021,250,250,0,False,True,True,False,-0.17383999881726403,3.822151682391632,2.8107027485136733
A2,3,3,60022,55,55,0,True,False,True,False,0.43261183261183267,5.929838058395053,11.48051530187547
A2,3,3,60023,250,250,0,False,True,True,False,0.31565573849181583,2.940671328266964,2.9696369061481094
A2,3,3,60024,250,250,0,False,True,True,False,-0.10146863149810395,3.5940312341447203,3.8688714276210074
A2,3,3,60025,250,250,0,False,True,True,False,0.3633754140066241,4.4858873360035965,9.116819360668615
A2,3,3,60026,64,64,0,True,False,True,False,-0.2609432234432234,3.2485932872493013,3.909253952881934
A2,3,3,60027,42,42,0,True,False,True,False,0.3339275585446885,3.259305421313475,4.0706146964614565
A2,3,3,60028,42,42,0,True,False,True,False,0.37136374686005996,3.1672621357235813,4.872396925462294
A2,3,3,60029,75,75,0,True,False,True,False,0.44694167852062594,5.358095681243703,9.762359416958635
A2,3,3,60030,250,250,0,False,True,True,False,-0.471829992403669,3.6004309148709397,3.578862094388547
A2,3,3,60031,49,49,0,True,False,True,False,0.26051020408163267,4.8723863929314275,24.489787214648896
A2,3,3,60032,250,250,0,False,True,True,False,0.4629881438103009,3.2127435954192403,8.656827150994758
A2,3,3,60033,250,250,0,False,True,True,False,0.34841914270628327,3.833967694055805,6.877181265234761
A2,3,3,60034,71,71,0,True,False,True,False,0.15667337357478203,4.244813128191539,14.774379728349658
A2,3,3,60035,250,250,0,False,True,True,False,0.601402390438247,3.386436638832792,4.201851159143784
A2,3,3,60036,250,250,0,False,True,True,False,0.15725013200211202,2.748564473103876,5.872674452661957
A2,3,3,60037,250,250,0,False,True,True,False,0.4508274372389958,5.524976474207582,4.305371528775645
A2,3,3,60038,250,250,0,False,True,True,False,-0.5780194883118129,3.683151411771598,6.624936343058605
A2,3,3,60039,250,250,0,False,True,True,False,0.4067685313094648,4.106278317876461,2.087640671424155
A2,3,3,60040,250,250,0,False,True,True,False,0.10632323717179475,2.6547937070991283,7.943395997101611
A2,3,3,60041,70,70,0,True,False,True,False,0.4050914180736594,3.3031431434311274,5.872788987777271
A2,3,3,60042,250,250,0,False,True,True,False,-0.14388286989423654,2.4670834280472334,1.262708494179913
A2,3,3,60043,87,87,0,True,False,True,False,0.10394036596923524,5.23927620557339,7.777210472423617
A2,3,3,60044,53,53,0,True,False,True,False,0.30777293984841153,5.333349466790912,35.237891301628835
A2,3,3,60045,250,250,0,False,True,True,False,0.08561842677231055,5.525348711954125,2.2433217063863315
A2,3,3,60046,60,60,0,True,False,True,False,0.6348430119477634,6.839833720626118,14.106402129072054
A2,3,3,60047,41,41,0,True,False,True,False,0.5475609756097561,5.247439218145292,12.023020719233232
A2,3,3,60048,250,250,0,False,True,True,False,-0.4856614025824412,3.259580929441855,2.771245228242473
A2,3,3,60049,97,97,0,True,False,True,False,0.12275142015569114,2.3710128909896917,7.0744072377925145
A2,3,3,60050,35,35,0,True,False,True,False,-0.4512605042016807,6.041155481385064,4.185356871945591
A2,3,3,60051,69,69,0,True,False,True,False,0.5083302886371941,2.5824950116923557,11.848887371208399
A2,3,3,60052,250,250,0,False,True,True,False,-0.2609554509335698,5.271186401055221,4.022279965569237
A2,3,3,60053,250,250,0,False,True,True,False,0.09369020304324868,2.2262975369807334,6.2174886325493155
A2,3,3,60054,250,250,0,False,True,True,False,0.2866863149810397,4.414078172398135,8.67835649104339
A2,3,3,60055,94,94,0,True,False,True,False,0.28357475707112667,4.632054772940414,16.650006803260155
A2,3,3,60056,250,250,0,False,True,True,False,0.3473078289252628,3.6708950307383876,3.8899563481802044
A2,3,3,60057,250,250,0,False,True,True,False,0.1975546825116533,2.848176667697961,9.563566314785835
A2,3,3,60058,92,92,0,True,False,True,False,0.034939814743461306,2.528743274826954,7.534443568262525
A2,3,3,60059,49,49,0,True,False,True,False,0.13204081632653059,5.806190903996151,5.414070388986198
A2,3,3,60060,128,128,0,True,False,True,False,0.5419508789598975,7.121658194703768,9.892518840942397
A2,3,3,60061,44,44,0,True,False,True,False,0.3871740662438337,4.278603659757005,28.98015842065008
A2,3,3,60062,77,77,0,True,False,True,False,-0.06727483043272516,5.490553099377585,3.2958918447978185
A2,3,3,60063,250,250,0,False,True,True,False,0.3410772339490222,4.2239419432275005,18.599521742910873
A2,3,3,60064,33,33,0,True,False,True,False,0.05046791443850268,4.141144830051632,8.697089840712541
A2,3,3,60065,250,250,0,False,True,True,False,0.2061007847552726,7.359388075288524,2.4823058818521764
A2,3,3,60066,250,250,0,False,True,True,False,0.018999523063155645,4.125076852621218,13.719246660839817
A2,3,3,60067,250,250,0,False,True,True,False,-0.6290701539039435,2.569922958236754,7.940741079050933
A2,3,3,60068,250,250,0,False,True,True,False,0.40110555368885903,2.9402064651834854,5.132425046893745
A2,3,3,60069,250,250,0,False,True,True,False,-0.05746459943359094,4.266066097168128,5.949698041490466
A2,3,3,60070,250,250,0,False,True,True,False,-0.5356904910478568,1.3227957687852787,10.263632564964642
A2,3,3,60071,60,60,0,True,False,True,False,0.24662406223951105,2.9040144874451395,3.9260914265405464
A2,3,3,60072,250,250,0,False,True,True,False,0.5912692363077809,1.5718258945954071,2.1017749839548516
A2,3,3,60073,250,250,0,False,True,True,False,-0.426844907198456,3.417689531375257,3.101221306030865
A2,3,3,60074,80,80,0,True,False,True,False,0.29024847632442574,5.533643479103414,10.697337290561972
A2,3,3,60075,54,54,0,True,False,True,False,0.12201257861635219,6.007709072910002,4.108154349029723
A2,3,3,60076,250,250,0,False,True,True,False,0.13482350872063398,3.1833708055100933,2.6494016439112427
A2,3,3,60077,250,250,0,False,True,True,False,-0.005764316229059665,3.7444559007110367,12.569147853875295
A2,3,3,60078,90,90,0,True,False,True,False,0.635296538667325,3.078100314876507,9.251755386050167
A2,3,3,60079,56,56,0,True,False,True,False,0.4395078605604922,6.15844221700965,4.354935503988969
A2,3,3,60080,250,250,0,False,True,True,False,0.1399667834685355,0.9762416635867712,11.238340438128636
A2,3,3,60081,250,250,0,False,True,True,False,-0.042915374645994334,8.157078152895775,2.524741615840827
A2,3,3,60082,42,42,0,True,False,True,False,0.0950490235799368,4.336034570386371,8.346468741980175
A2,3,3,60083,250,250,0,False,True,True,False,-0.18612852296821097,2.336683758163712,1.5414906677934093
A2,3,3,60084,62,62,0,True,False,True,False,0.5026566946186195,3.4032342324435376,12.611532882535148
A2,3,3,60085,55,55,0,True,False,True,False,0.3221500721500722,3.3717891265199023,11.369039509867582
A2,3,3,60086,60,60,0,True,False,True,False,0.3099194220616839,3.693955360099095,7.5368524542061115
A2,3,3,60087,250,250,0,False,True,True,False,0.40074881485944147,3.9976312988416285,15.895217102183
A2,3,3,60088,61,61,0,True,False,True,False,0.1427815970386039,5.38389504699249,9.467910752635278
A2,3,3,60089,22,22,0,True,False,True,False,-0.2670807453416149,3.35928590366916,5.922002884149946
A2,3,3,60090,250,250,0,False,True,True,False,-0.07000240003840061,3.0618762525427847,8.519983396618759
A2,3,3,60091,250,250,0,False,True,True,False,0.34069498994674036,4.7686039131963796,2.4070506638171834
A2,3,3,60092,49,49,0,True,False,True,False,0.44081632653061226,4.14106657021677,7.551222702273439
A2,3,3,60093,66,66,0,True,False,True,False,0.2867550360087674,3.7063422132175035,4.078963045664178
A2,3,3,60094,250,250,0,False,True,True,False,-0.3458321353310788,3.132344481357473,5.783666456440368
A2,3,3,60095,250,250,0,False,True,True,False,-0.18308943209407869,3.4252688470892085,4.159029689616807
A2,3,3,60096,31,31,0,True,False,True,False,0.19153225806451615,3.6617493534514356,7.481606721695375
A2,3,3,60097,250,250,0,False,True,True,False,0.3180342725483607,5.871577522150373,1.2816635692701805
A2,3,3,60098,250,250,0,False,True,True,False,0.022073833657692273,0.9249143006881327,8.60848217450229
A2,3,3,60099,49,49,0,True,False,True,False,0.3353061224489795,4.753702928876498,6.97563305426814
A2,4,4,60000,250,250,0,False,True,True,False,-0.03994163106609706,5.019601889868712,8.529966730766603
A2,4,4,60001,250,250,0,False,True,True,False,0.8831446263140209,5.249561693536417,8.821156595990557
A2,4,4,60002,250,250,0,False,True,True,False,0.7564126146018336,9.900384256193401,29.048396878977506
A2,4,4,60003,58,58,0,True,False,True,False,-0.02599280199329417,7.360233562429213,13.735329689053835
A2,4,4,60004,250,250,0,False,True,True,False,0.5177213075409206,4.145024534985632,6.37993409471462
A2,4,4,60005,65,65,0,True,False,True,False,0.4787150349650349,3.8414365744900505,36.8891890627924
A2,4,4,60006,250,250,0,False,True,True,False,0.7182053037191128,8.58697043200821,14.163522534574916
A2,4,4,60007,74,74,0,True,False,True,False,0.2634135505368382,8.170168944894584,24.20995787268957
A2,4,4,60008,58,58,0,True,False,True,False,0.6460057214925098,4.730760095147621,9.85387875027493
A2,4,4,60009,58,58,0,True,False,True,False,-0.21517118336460675,5.603639404442577,11.29783925666262
A2,4,4,60010,250,250,0,False,True,True,False,0.05817351747937187,7.880715567941907,7.501750950698847
A2,4,4,60011,27,27,0,True,False,True,False,0.3162393162393162,4.832075886844218,19.756893255164474
A2,4,4,60012,250,250,0,False,True,True,False,0.30119591309079263,4.354599364009745,7.66851391954311
A2,4,4,60013,62,62,0,True,False,True,False,0.5175140389312786,4.526572732081242,13.967497096347412
A2,4,4,60014,50,50,0,True,False,True,False,-0.35241296518607446,5.3079932578904145,5.082242308582131
A2,4,4,60015,250,250,0,False,True,True,False,0.6764441031056496,7.989936715582788,17.224283897150656
A2,4,4,60016,250,250,0,False,True,True,False,-0.16457082513320212,5.148401989905864,2.6008304405248572
A2,4,4,60017,250,250,0,False,True,True,False,0.7229457456560889,5.549616406701407,1.9532111226665876
A2,4,4,60018,61,61,0,True,False,True,False,0.002644103648863035,7.782586465636155,23.125531051363573
A2,4,4,60019,76,76,0,True,False,True,False,0.7749008885850992,5.697597318820151,10.295040404516907
A2,4,4,60020,46,46,0,True,False,True,False,0.28140610545790934,6.449797050388966,10.017872136175859
A2,4,4,60021,52,52,0,True,False,True,False,0.288568257491676,3.8280436328826513,1.1244475734408264
A2,4,4,60022,250,250,0,False,True,True,False,0.36227061680496736,6.286594118345154,5.319376181544399
A2,4,4,60023,50,50,0,True,False,True,False,0.1837695078031212,4.379539178477493,94.47254455074105
A2,4,4,60024,142,142,0,True,False,True,False,0.6458818376708698,4.42220767941226,3.875337734565882
A2,4,4,60025,70,70,0,True,False,True,False,0.34560405913743325,5.451225434589523,18.129201453275243
A2,4,4,60026,33,33,0,True,False,True,False,0.509692513368984,4.4810247249002275,5.4776954710869115
A2,4,4,60027,250,250,0,False,True,True,False,0.4115973695579129,6.538518949862642,9.363451011125452
A2,4,4,60028,250,250,0,False,True,True,False,0.31618489895838336,5.705213008686057,4.3004974547653365
A2,4,4,60029,250,250,0,False,True,True,False,0.7247712763404215,9.173572348314325,20.170378822983082
A2,4,4,60030,250,250,0,False,True,True,False,0.8636110017760283,7.582436473781364,7.512790173061526
A2,4,4,60031,42,42,0,True,False,True,False,-0.21351592253464063,5.7856845408726265,20.615800793013634
A2,4,4,60032,250,250,0,False,True,True,False,0.748148802380838,6.128006984450609,14.626956593567119
A2,4,4,60033,250,250,0,False,True,True,False,0.6481301674057625,7.403750406884308,15.267192781557087
A2,4,4,60034,58,58,0,True,False,True,False,0.33415361899781604,3.792468681815038,8.033976567076348
A2,4,4,60035,250,250,0,False,True,True,False,0.3713665818653098,4.698395108348365,11.678818614033126
A2,4,4,60036,103,103,0,True,False,True,False,0.5280828537538989,5.588024459874961,14.940075375320339
A2,4,4,60037,250,250,0,False,True,True,False,0.24162396198339173,7.337618979921739,18.321162214934258
A2,4,4,60038,250,250,0,False,True,True,False,-0.03332520520328325,4.818570596768792,7.48300140747721
A2,4,4,60039,61,61,0,True,False,True,False,0.33717609730301423,8.114612444300253,10.788609239163188
A2,4,4,60040,250,250,0,False,True,True,False,-0.08701003216051456,3.6641974157051447,7.968896521119478
A2,4,4,60041,58,58,0,True,False,True,False,0.30819157771694,3.487054106807565,6.140140003310254
A2,4,4,60042,250,250,0,False,True,True,False,-0.11094995622342003,4.859372855230636,1.8206144313742987
A2,4,4,60043,71,71,0,True,False,True,False,0.6311535881958417,4.221521856190788,10.846521435289663
A2,4,4,60044,53,53,0,True,False,True,False,0.010482180293501047,4.119238206078493,50.582086037178286
A2,4,4,60045,250,250,0,False,True,True,False,0.5875797736711973,6.215798606945288,8.26533050777538
A2,4,4,60046,89,89,0,True,False,True,False,0.6307456588355467,8.443177512258119,20.20583051480182
A2,4,4,60047,46,46,0,True,False,True,False,-0.31063829787234043,6.785801587474121,9.85401250293243
A2,4,4,60048,47,47,0,True,False,True,False,-0.7216697502312674,5.032885387055334,1.6214396821845318
A2,4,4,60049,250,250,0,False,True,True,False,0.11381135698171169,4.979781609200652,3.0260964885252246
A2,4,4,60050,250,250,0,False,True,True,False,0.6912522949186851,8.393701790527292,13.569383229547295
A2,4,4,60051,250,250,0,False,True,True,False,-0.024677799273629515,3.4752903601424254,8.571451978648703
A2,4,4,60052,250,250,0,False,True,True,False,0.5438567657082513,7.502452734949536,6.719643904917107
A2,4,4,60053,250,250,0,False,True,True,False,0.39771093937502994,4.866913626819972,7.693604694506227
A2,4,4,60054,250,250,0,False,True,True,False,0.7817846685546969,9.555078846174993,21.087063089012887
A2,4,4,60055,110,110,0,True,False,True,False,0.6170051619592904,8.952030931070745,20.13506328905925
A2,4,4,60056,56,56,0,True,False,True,False,0.026930963773069038,7.636954320122526,9.861183501161534
A2,4,4,60057,250,250,0,False,True,True,False,0.824652810444967,3.912052308744405,11.881672875647824
A2,4,4,60058,135,135,0,True,False,True,False,0.15530192176373037,3.421699013783293,5.559331969060068
A2,4,4,60059,68,68,0,True,False,True,False,0.3819139596136962,7.454522486622652,12.914473618460748
A2,4,4,60060,155,155,0,True,False,True,False,0.789391253907383,6.313086021115096,8.020778542652462
A2,4,4,60061,43,43,0,True,False,True,False,-0.354122621564482,5.6103139822329355,17.259734068859707
A2,4,4,60062,91,91,0,True,False,True,False,0.37556935817805387,2.757653776276265,4.083836419122041
A2,4,4,60063,58,58,0,True,False,True,False,0.5699652403949677,3.9779605673736107,14.222314310255122
A2,4,4,60064,38,38,0,True,False,True,False,-0.12528723055038843,5.462070508797377,9.363394667176593
A2,4,4,60065,75,75,0,True,False,True,False,0.6591749644381223,7.373857856966292,21.35385776390641
A2,4,4,60066,74,74,0,True,False,True,False,0.6300925583117363,3.9275080850573474,8.053179697095839
A2,4,4,60067,67,67,0,True,False,True,False,0.2572831032005747,3.5248477379795538,8.606050775907905
A2,4,4,60068,51,51,0,True,False,True,False,0.4584615384615385,7.3021230380895865,25.905082002326637
A2,4,4,60069,35,35,0,True,False,True,False,0.006162464985994398,4.140961440955633,6.887592217119161
A2,4,4,60070,71,71,0,True,False,True,False,0.6293427230046947,5.2318874366079715,7.816364196762926
A2,4,4,60071,250,250,0,False,True,True,False,0.5834479111885886,2.1565804570061156,2.35990224437567
A2,4,4,60072,250,250,0,False,True,True,False,0.5772213252484395,4.059615892860025,1.9096203433904422
A2,4,4,60073,250,250,0,False,True,True,False,0.9294871745646348,7.07272822528223,5.687542097140391
A2,4,4,60074,64,64,0,True,False,True,False,0.5271978021978022,7.444317441432977,19.553849751770016
A2,4,4,60075,250,250,0,False,True,True,False,0.9731164049585863,5.521860996078399,6.0847681629771415
A2,4,4,60076,250,250,0,False,True,True,False,0.6553002231112297,5.2656156277098365,6.07270411694372
A2,4,4,60077,250,250,0,False,True,True,False,0.5169301782117326,4.471366279214519,6.12702854663504
A2,4,4,60078,81,81,0,True,False,True,False,0.5855239385727191,4.605676919430957,12.802723946589497
A2,4,4,60079,60,60,0,True,False,True,False,0.7918310641844959,5.917333985572633,16.776240876228208
A2,4,4,60080,87,87,0,True,False,True,False,0.3774148866370197,5.324948173879709,11.016987341686535
A2,4,4,60081,77,77,0,True,False,True,False,0.25558651874441346,8.985321331048752,28.5015788288039
A2,4,4,60082,250,250,0,False,True,True,False,0.5363054157400982,4.0902460668369764,8.331941787778614
A2,4,4,60083,250,250,0,False,True,True,False,-0.32900193519934073,3.2085752913816687,3.2969531718137497
A2,4,4,60084,250,250,0,False,True,True,False,0.45874688402955466,4.8715086575107325,10.229803342897243
A2,4,4,60085,250,250,0,False,True,True,False,0.5615947775164402,4.7669841331774645,7.99970693646199
A2,4,4,60086,56,56,0,True,False,True,False,-0.08708133971291868,3.6442695574441117,8.389138692377358
A2,4,4,60087,64,64,0,True,False,True,False,0.8865842490842489,4.1860792963839675,13.207222966264595
A2,4,4,60088,250,250,0,False,True,True,False,0.8518460920088003,8.675470337980297,17.64957070584071
A2,4,4,60089,25,25,0,True,False,True,False,-0.1853846153846154,4.290672645407857,11.600767522579982
A2,4,4,60090,87,87,0,True,False,True,False,0.3921229131734344,6.915917783734833,13.724828879524019
A2,4,4,60091,70,70,0,True,False,True,False,0.8284664508791881,3.685595041883725,8.778493296073218
A2,4,4,60092,250,250,0,False,True,True,False,0.15550367205875293,4.8418290444676195,8.767662289087147
A2,4,4,60093,55,55,0,True,False,True,False,0.5183261183261185,3.2934807626059732,7.783008526124563
A2,4,4,60094,250,250,0,False,True,True,False,0.5806380889417514,6.517961779635684,8.26501353988812
A2,4,4,60095,82,82,0,True,False,True,False,0.3119360912484627,6.253332247406548,17.352655616006196
A2,4,4,60096,45,45,0,True,False,True,False,0.0963109354413702,5.302780217225233,9.934143342233027
A2,4,4,60097,83,83,0,True,False,True,False,0.48910625078712056,3.505721890564647,4.764818480578416
A2,4,4,60098,250,250,0,False,True,True,False,0.2695170979995157,5.233544815419947,9.81472043350696
A2,4,4,60099,66,66,0,True,False,True,False,0.43759524058031524,8.043997601818406,14.17549136731349
A3,0,0,60000,107,107,0,True,False,True,False,-0.06279511745919787,4.984923007629176,5.973614539223216
A3,0,0,60001,250,250,0,False,True,True,False,0.8724922958767339,3.7446282697323703,1.1259756518210309
A3,0,0,60002,250,250,0,False,True,True,False,-0.1811867709883358,5.066057536344456,18.4865376953329
A3,0,0,60003,50,50,0,True,False,True,False,0.4992557022809123,6.36090063103729,13.53917984834419
A3,0,0,60004,101,101,0,True,False,True,False,0.4052300524170063,2.8210801719217162,13.91859566329498
A3,0,0,60005,55,55,0,True,False,True,False,0.25945165945165954,3.3933632801847704,49.10452699536826
A3,0,0,60006,70,70,0,True,False,True,False,0.39781296474499167,6.1801663098910655,12.717991696499247
A3,0,0,60007,250,250,0,False,True,True,False,0.772719051504824,3.8381109746698394,1.474741110639841
A3,0,0,60008,52,52,0,True,False,True,False,0.4911636643046188,4.9450333078361535,10.683798405910998
A3,0,0,60009,92,92,0,True,False,True,False,0.3793905953793752,3.3334314535946032,10.726596973436788
A3,0,0,60010,63,63,0,True,False,True,False,0.23411098310291859,6.010690184015893,3.8256704702286433
A3,0,0,60011,48,48,0,True,False,True,False,0.33130699088145893,4.21348860502635,17.866957718264477
A3,0,0,60012,250,250,0,False,True,True,False,-0.5393286688098152,2.1784227677073096,12.217938286990634
A3,0,0,60013,54,54,0,True,False,True,False,0.08625881456070134,4.173966933875956,16.602958646418944
A3,0,0,60014,37,37,0,True,False,True,False,0.22735893788525366,3.4821816647073156,10.438508270996325
A3,0,0,60015,73,73,0,True,False,True,False,0.5702209058373443,4.719126512561099,19.198242569236136
A3,0,0,60016,47,47,0,True,False,True,False,0.1914893617021277,3.0022370382036456,10.197130155123935
A3,0,0,60017,250,250,0,False,True,True,False,-0.20120117121873948,3.907264536407922,7.775956408985282
A3,0,0,60018,250,250,0,False,True,True,False,0.1741832669322709,5.192038463486523,15.031769617810749
A3,0,0,60019,65,65,0,True,False,True,False,0.6638111888111887,6.30198761963343,6.587651908326711
A3,0,0,60020,42,42,0,True,False,True,False,0.266510007292764,5.172252729981417,13.099453549783323
A3,0,0,60021,250,250,0,False,True,True,False,0.024023456662854055,3.817490818828487,3.4601621602249866
A3,0,0,60022,70,70,0,True,False,True,False,0.47896072084682,5.418219235566248,21.340677185133817
A3,0,0,60023,250,250,0,False,True,True,False,0.0875007920126722,3.128972815279181,58.43882082075863
A3,0,0,60024,103,103,0,True,False,True,False,0.23537099679304133,3.4493107229615054,5.685907060542433
A3,0,0,60025,53,53,0,True,False,True,False,0.37687469762941456,6.003481870015136,13.532878454546001
A3,0,0,60026,32,32,0,True,False,True,False,0.15652492668621698,4.199527700407735,2.8305411859537752
A3,0,0,60027,44,44,0,True,False,True,False,0.22508809020436923,4.119846731462499,4.917165588399072
A3,0,0,60028,27,27,0,True,False,True,False,0.12759462759462756,3.3611278013768873,22.132461585139005
A3,0,0,60029,77,77,0,True,False,True,False,0.2944161102055839,6.113734922955328,16.06984541159359
A3,0,0,60030,43,43,0,True,False,True,False,0.7817879794623981,4.566471224605075,3.183326697896446
A3,0,0,60031,45,45,0,True,False,True,False,0.20421607378129114,5.02690087585947,16.591905035304492
A3,0,0,60032,250,250,0,False,True,True,False,0.08200105601689626,3.476229530837834,10.052023361883695
A3,0,0,60033,51,51,0,True,False,True,False,0.17846153846153842,5.258313670729603,9.729480054963801
A3,0,0,60034,250,250,0,False,True,True,False,-0.17521317141074255,1.7321998393461144,6.7709366949080625
A3,0,0,60035,49,49,0,True,False,True,False,-0.07418367346938774,4.926385359408995,9.413298850313806
A3,0,0,60036,86,86,0,True,False,True,False,0.45257795179017873,5.178141887322976,15.226891041276769
A3,0,0,60037,250,250,0,False,True,True,False,0.16682340517448277,4.218795732634108,16.63934661623272
A3,0,0,60038,250,250,0,False,True,True,False,-0.61387490999856,4.7937558122202635,6.131669867968212
A3,0,0,60039,250,250,0,False,True,True,False,0.14972943258152505,5.181006683370967,1.0049213006996904
A3,0,0,60040,250,250,0,False,True,True,False,-0.5224207747323957,4.050170340377225,7.656688790008792
A3,0,0,60041,56,56,0,True,False,True,False,0.08345864661654136,3.4823326855796446,8.951433578813642
A3,0,0,60042,250,250,0,False,True,True,False,0.022113386305722862,2.793711593881598,3.9105894789536286
A3,0,0,60043,74,74,0,True,False,True,False,0.043761569788967045,4.487298979494916,8.116934961647285
A3,0,0,60044,78,78,0,True,False,True,False,0.5875011064884482,5.012634881372106,28.870363142858054
A3,0,0,60045,250,250,0,False,True,True,False,0.40555257372584574,4.23193547591876,1.6525714192599972
A3,0,0,60046,72,72,0,True,False,True,False,0.6053765515467233,6.338115754665778,11.827056901595446
A3,0,0,60047,67,67,0,True,False,True,False,0.2009338335062655,4.499375495471773,14.59775432909183
A3,0,0,60048,250,250,0,False,True,True,False,0.1536043776700427,3.191699853627248,13.998235438382299
A3,0,0,60049,250,250,0,False,True,True,False,-0.1489886238179811,3.2936575569442974,9.632655195643306
A3,0,0,60050,37,37,0,True,False,True,False,0.34826932195353244,3.5132381764484326,8.44068152545411
A3,0,0,60051,81,81,0,True,False,True,False,0.5183378500451672,3.327982811375376,15.634381812952281
A3,0,0,60052,250,250,0,False,True,True,False,-0.0027998780371835566,5.833923012356395,5.984696385474011
A3,0,0,60053,39,39,0,True,False,True,False,-0.019028340080971658,3.4234845863891485,16.725406801909433
A3,0,0,60054,67,67,0,True,False,True,False,0.40956979806848115,6.0081038693709745,21.711360517748208
A3,0,0,60055,250,250,0,False,True,True,False,0.043345461527384437,4.151524530969482,10.684646470924896
A3,0,0,60056,250,250,0,False,True,True,False,0.2005568089089425,4.532918932690381,9.140124104038431
A3,0,0,60057,76,76,0,True,False,True,False,0.3943950786056049,3.8797250207617378,25.116856826881868
